year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson,reason1,reason2,reason3,university_enacted_1,university_enacted_2,clery_sexual_assault,clery_alcohol,clery_drug,clery_robbery,clery_offcampus_sexual_assault,clery_oncampus_sexual_assault,clery_oncampus_drug,clery_oncampus_liquor,residencehall_sexual_assault,clery_sexual_assault_per_25k,clery_alcohol_per_25k,clery_drug_per_25k,clery_robbery_per_25k,clery_offcampus_sexual_assault_per_25k,clery_oncampus_sexual_assault_per_25k,clery_oncampus_drug_per_25k,clery_oncampus_liquor_per_25k,residencehall_sexual_assault_per_25k,residencehall_drug_per_25k,residencehall_liquor_per_25k,sexual_assault_per_25k,alcohol_offense_per_25k,robbery_burglary_per_25k,drug_offense_per_25k,noncampus_liquor_per_25k,noncampus_drug_per_25k,noncampus_rape_per_25k
2016,California Polytechnic State University-San Luis Obispo,12,183,100,146,13,183,0,0,4,110422,Public,4-year,37236,26076,26076,26076,26076,37236,13569,13569,24729,0.29,95,20426,19703,0.01,0.16,0.12,0.56,0.13,0.56,0.16,0.01,0.83,0.16,0.01,21306,20340,80,0.63,0.31,0.45,0.3,0,0.1,0.08,0.01,0.07,9781,CA,1,-120.65731100000001,35.299513,Quarter,590,700,660,560,21,"Public, 4-year or above",1,0,0,0,0,7,216,0,3,0,0,0,0,0,4,203,0,0,2,2,0,0,0,0,4,0,0,0,0,7,3,0,1,1,1,12,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,3,0,0,behavior,sexual assault,NA,1,1,16,216,10,1,6,10,7,216,7,18.774054257016804,253.44973246972683,11.733783910635502,1.1733783910635502,7.040270346381301,11.733783910635502,8.213648737444851,253.44973246972683,8.213648737444851,4.693513564254201,238.19581338590066,14.080540692762602,214.72824556462967,15.253919083826151,117.33783910635502,0,0,2.3467567821271005
2017,California Polytechnic State University-San Luis Obispo,15,224,88,138,31,224,0,0,5,110422,Public,4-year,39033,27153,27153,27153,27153,39033,14019,14019,25899,0.35,95,21351,20584,0.01,0.17,0.13,0.55,0.13,0.55,0.17,0.01,0.84,0.15,0.01,22370,21375,82,0.64,0.32,0.43,0.32,0,0.09,0.05,0.01,0.1,10503,CA,1,-120.65731100000001,35.299513,Quarter,600,700,680,600,22,"Public, 4-year or above",1,0,0,0,1,5,292,0,0,0,0,0,0,0,4,290,0,0,1,1,0,0,0,0,3,0,0,0,0,10,7,0,0,0,2,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,2,0,0,behavior,sexual assault,NA,1,1,19,292,5,1,2,17,5,292,10,21.233795261510952,326.3299061242736,5.587840858292356,1.117568171658471,2.235136343316942,18.998658918194007,5.587840858292356,326.3299061242736,11.175681716584712,4.470272686633884,324.09476978095665,16.76352257487707,250.33527045149754,34.644613321412606,98.34599910594547,0,0,1.117568171658471
2018,California Polytechnic State University-San Luis Obispo,16,176,72,161,18,176,0,0.136986301369863,3,110422,Public,4-year,40182,28302,28302,28302,28302,40182,14532,14532,26412,0.3,94,21098,20333,0.01,0.17,0.13,0.54,0.13,0.54,0.17,0.01,0.83,0.16,0.01,22013,20996,82,0.63,0.3,0.37,0.42,0,0.08,0.05,0.01,0.09,10341,CA,1,-120.65731100000001,35.299513,Quarter,620,730,700,620,21,"Public, 4-year or above",1,0,0,0,1,7,124,0,0,0,0,0,0,1,5,113,0,0,0,0,0,1,0,0,1,2,0,0,0,7,2,0,0,0,1,8,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,1,behavior,sexual assault,NA,1,1,9,124,7,0,0,9,7,124,7,10.221232907827194,140.82587561895244,7.949847817198928,0,0,10.221232907827194,7.949847817198928,140.82587561895244,7.949847817198928,5.678462726570663,128.333257620497,18.17108072502612,199.88188797528733,20.442465815654387,81.76986326261755,0,0,0
2019,California Polytechnic State University-San Luis Obispo,15,170,96,114,16,170,0,0,3,110422,Public,4-year,42817,28927,28927,29425,29425,43315,14719,14719,28609,0.28,94,20503,19685,0.01,0.17,0.13,0.54,0.14,0.54,0.18,0.01,0.8,0.18,0.01,21426,20379,82,NA,NA,0.41,0.35,0,0.09,0.05,0.01,0.1,10861,NA,NA,-120.65731100000001,35.299513,Quarter,620,740,700,620,20,"Public, 4-year or above",1,0,0,0,0,24,43,0,0,0,0,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,2,0,0,behavior,sexual assault,NA,1,1,25,43,24,0,0,25,24,43,22,29.170167086717075,50.17268738915337,28.003360403248394,0,0,29.170167086717075,28.003360403248394,50.17268738915337,25.669747036311023,18.668906935498924,44.338653971809954,17.502100252030242,198.35713618967608,18.668906935498924,112.01344161299357,0,0,0
2014,California State University-Chico,3,100,6,153,38,100,0,0,3,110538,Public,4-year,33574,22414,22414,22168,22168,33328,11206,11206,22366,0.71,87,16079,14884,0.02,0.25,0.06,0.49,0.06,0.49,0.26,0.02,0.97,0.01,0.01,17287,15771,59,0.76,0.5,0.27,0.32,0,0.18,0.01,0,0.22,2390,CA,1,-121.846333,39.728003,Semester,440,550,550,440,26,"Public, 4-year or above",1,0,1,5,0,9,31,0,0,0,0,0,0,0,9,31,0,0,1,0,0,0,0,2,2,2,0,0,0,3,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5,36,10,0,1,4,9,31,2,7.2308671255857,52.062243304217034,14.4617342511714,0,1.44617342511714,5.78469370046856,13.015560826054259,44.831376178631345,2.89234685023428,13.015560826054259,44.831376178631345,4.33852027535142,144.617342511714,54.954590154451324,8.67704055070284,7.2308671255857,1.44617342511714,1.44617342511714
2015,California State University-Chico,5,59,10,199,33,59,0,0,3,110538,Public,4-year,34656,23496,23496,22258,22258,33418,11262,11262,22422,0.63,84,16127,14934,0.02,0.28,0.06,0.46,0.06,0.45,0.29,0.02,0.97,0.01,0.01,17220,15706,64,0.77,0.52,0.31,0.39,0,0.23,0.01,0,0.06,2339,CA,1,-121.846333,39.728003,Semester,450,560,550,440,25,"Public, 4-year or above",1,3,8,30,1,13,79,0,0,0,0,0,0,1,12,79,0,0,1,0,0,0,0,1,5,0,0,0,0,3,1,0,0,1,2,8,6,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,5,109,21,1,1,4,13,79,3,7.259001161440186,158.24622531939605,30.48780487804878,1.4518002322880372,1.4518002322880372,5.807200929152149,18.873403019744483,114.69221835075493,4.355400696864112,17.421602787456447,114.69221835075493,7.259001161440186,85.6562137049942,47.90940766550523,14.518002322880372,43.55400696864111,11.614401858304298,1.4518002322880372
2016,California State University-Chico,8,62,14,220,30,62,0,0,6,110538,Public,4-year,35006,23846,23846,22670,22670,33830,11310,11310,22470,0.65,86,16471,15246,0.02,0.3,0.06,0.44,0.06,0.44,0.31,0.02,0.98,0.01,0.01,17557,16005,69,0.77,0.52,0.29,0.4,0,0.24,0.01,0.01,0.05,3127,CA,1,-121.844859,39.729712,Semester,440,550,550,440,25,"Public, 4-year or above",1,0,0,0,0,5,116,0,0,0,0,0,0,0,4,113,0,0,4,1,0,0,0,0,4,1,0,0,0,6,2,0,0,1,2,5,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,13,116,5,2,5,8,5,116,8,18.511135159765335,165.17628296405994,7.119667369140514,2.8478669476562053,7.119667369140514,11.391467790624821,7.119667369140514,165.17628296405994,11.391467790624821,5.695733895312411,160.9044825425756,11.391467790624821,88.28387537734237,42.718004214843084,19.93506863359344,0,0,5.695733895312411
2017,California State University-Chico,9,47,13,157,34,47,1,0,6,110538,Public,4-year,36300,24420,24420,23570,23570,35450,11708,11708,23588,0.68,84,16710,15446,0.02,0.32,0.05,0.43,0.05,0.42,0.33,0.03,0.98,0.01,0.01,17875,16223,66,0.76,0.47,0.26,0.42,0,0.23,0.01,0,0.08,3475,CA,1,-121.844859,39.729712,Semester,490,580,590,500,25,"Public, 4-year or above",1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,4,13,9,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,14,3,1,4,4,10,1,3,9,19.58041958041958,4.195804195804196,1.3986013986013985,5.594405594405594,5.594405594405594,13.986013986013987,1.3986013986013985,4.195804195804196,12.587412587412587,0,0,12.587412587412587,65.73426573426573,47.55244755244755,18.18181818181818,0,0,4.195804195804196
2018,California State University-Chico,4,79,8,126,13,79,0,0,3,110538,Public,4-year,36504,24624,24624,24464,24464,36344,12074,12074,23954,0.65,85,16483,15254,0.03,0.33,0.05,0.43,0.06,0.42,0.34,0.03,0.98,0.01,0.01,17578,16001,66,0.76,0.46,0.21,0.49,0,0.21,0.01,0,0.07,3573,CA,1,-121.844859,39.729712,Semester,500,590,600,500,24,"Public, 4-year or above",1,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,2,0,0,1,4,5,1,2,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,12,5,2,5,3,9,2,5,6,17.06678803049266,7.111161679371942,2.844464671748777,7.111161679371942,4.266697007623165,12.800091022869495,2.844464671748777,7.111161679371942,8.53339401524633,2.844464671748777,0,5.688929343497554,112.35635453407669,18.48902036636705,11.377858686995108,0,0,1.4222323358743885
2019,California State University-Chico,6,76,11,109,15,76,0,0,3,110538,Public,4-year,37874,25994,25994,25788,25788,37668,12572,12572,24452,0.72,84,16164,15000,0.03,0.34,0.05,0.44,0.06,0.43,0.34,0.03,0.99,0.01,0.01,17110,15721,67,NA,NA,0.22,0.44,0,0.22,0.01,0.01,0.09,3586,NA,NA,-121.844859,39.729712,Semester,490,590,600,500,24,"Public, 4-year or above",1,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,1,3,2,6,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,3,1,0,0,NA,NA,NA,NA,NA,11,0,17,5,0,11,17,0,9,16.072472238457042,0,24.839275277615428,7.305669199298655,0,16.072472238457042,24.839275277615428,0,13.150204558737581,24.839275277615428,0,8.766803039158386,111.04617182933957,21.917007597895967,16.072472238457042,0,0,0
2014,Clemson University,11,163,93,184,4,103,0,0.04657534246575343,0,217882,Public,4-year,47166,29150,29150,28590,28590,46606,20792,20792,38808,0.52,92,17260,16572,0.06,0.03,0.02,0.77,0.02,0.83,0.03,0.06,0.61,0.39,0,21857,19462,82,0.92,0.43,0.43,0.14,0,0.19,0.09,0.04,0.12,39230,SC,1,-82.834463,34.677329,Semester,590,680,660,560,16,"Public, 4-year or above",1,0,0,0,0,122,604,0,0,1,0,0,0,0,108,590,0,0,1,0,0,0,0,1,4,0,0,0,0,4,5,0,0,0,2,6,39,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,sexual assault,death,NA,1,0,11,605,122,0,2,9,122,604,6,12.581781580271766,691.9979869149472,139.5433957084687,0,2.287596650958503,10.294184929313264,139.5433957084687,690.854188589468,6.862789952875509,123.53021915175917,674.8410120327584,12.581781580271766,186.439127053118,4.575193301917006,106.37324426957038,0,0,1.1437983254792514
2015,Clemson University,11,169,158,226,15,133,0,0,0,217882,Public,4-year,46738,27820,27820,27820,27820,46738,21806,21806,40724,0.51,93,18016,17238,0.06,0.03,0.02,0.78,0.02,0.83,0.03,0.07,0.61,0.39,0.01,22698,20125,81,0.92,0.41,0.47,0.16,0,0.2,0.05,0.01,0.12,30371,SC,1,-82.834463,34.677329,Semester,590,690,660,560,18,"Public, 4-year or above",1,0,0,2,0,143,439,0,8,3,0,0,0,0,132,414,0,0,5,0,0,0,1,1,6,5,0,0,0,6,2,0,0,0,3,13,45,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,6,0,0,sexual assault,death,NA,1,0,13,444,151,1,5,8,143,439,5,14.3184421534937,489.02987047316947,166.31421270596528,1.1014186271918232,5.507093135959115,8.811349017534585,157.5028636884307,483.52277733721036,5.507093135959115,145.38725878932064,455.98731165741475,12.115604899110053,186.13974799541808,16.521279407877348,174.02414309630805,2.2028372543836463,0,5.507093135959115
2016,Clemson University,10,84,137,188,23,63,0,0,0,217882,Public,4-year,48544,28662,28662,28662,28662,48544,22006,22006,41888,0.51,92,18599,17883,0.07,0.03,0.02,0.78,0.02,0.83,0.03,0.07,0.62,0.37,0,23406,20774,81,0.96,0.42,0.45,0.14,0,0.19,0.06,0,0.16,27987,SC,1,-82.835114,34.679381,Semester,590,680,660,560,18,"Public, 4-year or above",1,0,0,0,1,55,431,0,2,10,0,0,0,0,44,410,0,0,0,1,0,0,1,1,7,2,0,0,0,8,1,0,0,1,2,21,42,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,sexual assault,death,NA,1,0,10,441,57,2,1,9,55,431,2,10.68102196018115,471.0330684439887,60.88182517303255,2.13620439203623,1.068102196018115,9.612919764163037,58.745620780996326,460.3520464838076,2.13620439203623,46.99649662479706,437.9219003674271,10.68102196018115,89.72058446552167,24.566350508416647,146.33000085448174,0,0,0
2017,Clemson University,9,82,96,204,20,67,0,0,0,217882,Public,4-year,50516,29574,29574,29574,29574,50516,21608,21608,42550,0.47,93,19402,18642,0.06,0.04,0.02,0.78,0.02,0.83,0.04,0.07,0.58,0.41,0,24387,21491,82,0.93,0.4,0.42,0.14,0,0.18,0.08,0.03,0.15,31356,SC,1,-82.835114,34.679381,Semester,600,700,690,620,16,"Public, 4-year or above",1,0,0,0,0,31,407,0,3,7,0,0,0,0,22,383,0,0,4,0,0,0,0,0,1,3,0,0,0,7,2,0,0,1,4,20,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6,0,0,sexual assault,death,NA,1,0,13,414,34,1,4,9,31,407,6,13.326772460737278,424.40644605732564,34.85463566654365,1.0251363431336369,4.1005453725345475,9.22622708820273,31.77922663714274,417.23049165539015,6.15081805880182,22.552999548940008,392.6272194201829,9.22622708820273,84.06118013695821,20.502726862672734,98.41308894082913,0,0,4.1005453725345475
2018,Clemson University,5,77,77,113,11,43,0,0.0904109589041096,0,217882,Public,4-year,53024,31270,31270,31270,31270,53024,22088,22088,43842,0.47,93,19669,18971,0.06,0.04,0.02,0.77,0.03,0.81,0.05,0.06,0.6,0.39,0.01,24951,21940,83,0.92,0.42,0.45,0.14,0,0.19,0.09,0.02,0.1,31204,SC,1,-82.835114,34.679381,Semester,610,710,690,610,16,"Public, 4-year or above",1,0,0,0,0,47,506,0,2,2,0,0,0,0,43,482,0,0,0,1,0,0,0,2,0,2,0,0,0,4,3,0,0,2,2,11,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,1,sexual assault,death,NA,1,0,8,508,49,2,1,7,47,506,4,8.015710793154584,508.997635365316,49.09622860807182,2.003927698288646,1.001963849144323,7.0137469440102604,47.09230090978318,506.99370766702737,4.007855396577292,43.084445513205885,482.9465752875637,5.009819245721615,77.15121638411286,11.021602340587553,77.15121638411286,0,0,0
2019,Clemson University,10,125,63,145,9,58,0,0,0,217882,Public,4-year,55454,32462,32462,32462,32462,55454,22842,22842,45834,0.51,93,20195,19486,0.06,0.05,0.02,0.76,0.03,0.8,0.06,0.06,0.58,0.41,0.01,25822,22615,84,NA,NA,0.43,0.14,0,0.19,0.09,0.03,0.12,31994,NA,NA,-82.835114,34.679381,Semester,610,710,690,620,16,"Public, 4-year or above",1,0,0,0,0,45,664,0,4,2,0,0,0,0,40,643,0,0,2,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,0,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,sexual assault,death,NA,1,0,8,666,49,0,2,6,45,664,4,7.745333436604446,644.7990085973202,47.44016729920223,0,1.9363333591511116,5.809000077453335,43.56750058090001,642.862675238169,3.872666718302223,38.72666718302223,622.5311749670824,9.681666795755557,121.02083494694446,8.71350011618,60.99450081326002,0,0,1.9363333591511116
2014,College of Charleston,8,72,38,73,1,71,0,0,0,217819,Public,4-year,44332,27342,27342,26003,26003,42993,16230,16230,33220,0.78,79,10440,9608,0.07,0.04,0.02,0.8,0.02,0.8,0.04,0.07,0.55,0.44,0.01,11456,9873,67,0.76,0.43,0.66,0.1,0,0.18,0.02,0,0.04,6786,SC,1,-79.937251,32.783142,Semester,510,610,620,520,15,"Public, 4-year or above",1,0,0,0,0,62,166,0,0,0,0,0,0,0,62,164,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,1,0,0,unknown,NA,NA,1,NA,13,166,62,0,0,13,62,166,12,28.36941340782123,362.25558659217876,135.30027932960894,0,0,28.36941340782123,135.30027932960894,362.25558659217876,26.187150837988828,135.30027932960894,357.89106145251395,17.45810055865922,157.12290502793297,2.1822625698324023,82.92597765363128,0,0,0
2015,College of Charleston,13,123,55,102,8,122,0,0,0,217819,Public,4-year,45559,28015,28015,25711,25711,43255,16602,16602,34146,0.77,79,10468,9590,0.08,0.05,0.02,0.8,0.02,0.79,0.05,0.08,0.56,0.43,0.01,11531,9878,68,0.8,0.45,0.66,0.1,0,0.18,0.02,0.01,0.03,6647,SC,1,-79.937251,32.783142,Semester,510,600,610,520,15,"Public, 4-year or above",1,0,0,0,2,54,155,0,0,0,0,0,0,2,53,154,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,2,0,0,unknown,NA,NA,1,NA,9,155,54,0,0,9,54,155,7,19.5126181597433,336.050646084468,117.07570895845981,0,0,19.5126181597433,117.07570895845981,336.050646084468,15.176480790911455,114.90764027404389,333.88257740005207,28.18489289740699,266.67244818315845,17.34454947532738,119.24377764287571,0,0,0
2016,College of Charleston,13,89,46,67,7,67,0,0.2540983606557377,0,217819,Public,4-year,47147,28989,28989,27838,27838,45996,17072,17072,35230,0.84,79,10375,9524,0.08,0.05,0.02,0.79,0.02,0.79,0.05,0.08,0.58,0.41,0.01,11294,9815,69,0.79,0.47,0.66,0.1,0,0.19,0.02,0,0.02,6654,SC,1,-79.937251,32.783142,Semester,500,590,600,500,15,"Public, 4-year or above",1,0,0,0,3,64,144,0,0,0,0,0,0,3,63,143,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,unknown,NA,NA,1,NA,9,144,64,0,0,9,64,144,9,19.922082521692936,318.75332034708697,141.66814237648308,0,0,19.922082521692936,141.66814237648308,318.75332034708697,19.922082521692936,139.45457765185054,316.53975562245444,28.77634142022313,197.00726049229678,15.494953072427839,101.82397733309722,0,0,0
2017,College of Charleston,11,48,25,69,4,34,0,0,0,217819,Public,4-year,48057,29669,29669,28638,28638,47026,17750,17750,36138,0.8,78,9895,9083,0.08,0.05,0.02,0.77,0.02,0.77,0.05,0.08,0.56,0.43,0.01,10863,9342,69,0.82,0.48,0.66,0.12,0,0.18,0.02,0,0.02,7464,SC,1,-79.939794,32.784225,Semester,520,600,630,550,15,"Public, 4-year or above",1,0,0,0,0,49,133,0,0,0,0,0,0,0,48,131,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,unknown,NA,NA,1,NA,9,133,49,0,1,8,49,133,7,20.712510356255176,306.08487526465984,112.76811193961153,0,2.3013900395839086,18.41112031667127,112.76811193961153,306.08487526465984,16.109730277087362,110.46672190002762,301.482095185492,25.315290435422995,110.46672190002762,9.205560158335635,57.53475098959771,0,0,0
2018,College of Charleston,11,71,54,63,5,33,0,0,0,217819,Public,4-year,49421,30239,30239,29518,29518,48700,18073,18073,37255,0.79,79,9880,9103,0.08,0.06,0.02,0.77,0.02,0.77,0.06,0.08,0.52,0.47,0.01,10783,9358,71,0.83,0.46,0.66,0.12,0,0.18,0.02,0,0.02,8928,SC,1,-79.939794,32.784225,Semester,520,610,640,550,15,"Public, 4-year or above",1,0,0,0,0,75,139,0,0,0,0,0,0,0,73,137,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,unknown,NA,NA,1,NA,11,139,75,0,2,9,75,139,8,25.503106742094037,322.26653065009737,173.8848186960957,0,4.636928498562552,20.866178243531486,173.8848186960957,322.26653065009737,18.54771399425021,169.24789019753317,317.62960215153487,25.503106742094037,164.6109616989706,11.59232124640638,125.1970694611889,0,0,0
2019,College of Charleston,6,69,23,61,2,27,0,0,0,217819,Public,4-year,50551,30221,30221,29648,29648,49978,18098,18098,38428,0.78,81,9600,8762,0.08,0.06,0.02,0.77,0.02,0.77,0.06,0.07,0.49,0.5,0.01,10545,9025,66,NA,NA,0.65,0.12,0,0.18,0.02,0.01,0.02,9759,NA,NA,-79.939794,32.784225,Semester,530,620,640,550,14,"Public, 4-year or above",1,0,0,0,0,68,168,0,0,0,0,0,0,0,66,166,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,1,0,0,0,unknown,NA,NA,1,NA,16,168,68,1,1,15,68,168,13,37.93266951161688,398.2930298719772,161.21384542437175,2.370791844476055,2.370791844476055,35.56187766714083,161.21384542437175,398.2930298719772,30.82029397818872,156.47226173541964,393.5514461830251,14.224751066856332,163.58463726884779,4.74158368895211,54.52821242294927,0,0,0
2014,Delaware State University,NA,NA,NA,NA,NA,NA,NA,0,NA,130934,Public,4-year,30218,21862,21862,27003,27003,35359,14500,14500,22856,0.44,69,4012,3479,0.66,0.05,0.01,0.12,0.01,0.11,0.05,0.68,0.38,0.61,0.01,4397,3774,43,0.97,0.78,0.25,0.34,0,0.28,0,0.02,0.1,5369,DE,1,-75.54053,39.187173,Semester,410,490,480,410,16,"Public, 4-year or above",1,0,6,0,21,171,250,0,4,1,0,0,0,15,165,211,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,NA,NA,NA,NA,NA,1,251,181,0,0,1,171,250,0,5.68569479190357,1427.1093927677962,1029.1107573345462,0,0,5.68569479190357,972.2538094155105,1421.4236979758928,0,938.1396406640891,1199.6816010916534,NA,NA,NA,NA,0,34.114168751421424,0
2015,Delaware State University,NA,NA,NA,NA,NA,NA,NA,0,NA,130934,Public,4-year,30664,22057,22057,27180,27180,35787,14877,14877,23484,0.44,72,3943,3596,0.68,0.05,0.01,0.12,0.01,0.1,0.05,0.7,0.42,0.52,0,4288,3901,42,0.98,0.8,0.24,0.36,0,0.29,0,0.01,0.1,5455,DE,1,-75.54053,39.187173,Semester,400,490,480,410,15,"Public, 4-year or above",1,0,0,0,3,88,29,0,0,0,0,0,0,2,74,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,5,19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,9,0,0,NA,NA,NA,NA,NA,13,29,88,3,0,13,88,29,13,75.7929104477612,169.0764925373134,513.0597014925373,17.490671641791042,0,75.7929104477612,513.0597014925373,169.0764925373134,75.7929104477612,431.4365671641791,122.43470149253731,NA,NA,NA,NA,0,0,0
