month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
11,2018,Florida State University,0,2,9,16,8,2,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,32472,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,41269,3653,1108,23410,17859,14191,18545,2817,829,6881,8662,10990,24500,29301,12395,16906,32736
12,2018,Florida State University,0,0,5,5,0,0,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,32472,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,41269,3653,1108,23410,17859,14191,18545,2817,829,6881,8662,10990,24500,29301,12395,16906,32736
1,2019,Florida State University,0,5,4,8,1,5,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
2,2019,Florida State University,0,6,8,12,4,6,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
3,2019,Florida State University,1,4,10,3,2,4,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
4,2019,Florida State University,1,6,4,5,4,6,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
5,2019,Florida State University,1,0,4,5,3,0,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
6,2019,Florida State University,0,5,3,4,1,5,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
7,2019,Florida State University,0,9,7,2,0,9,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
8,2019,Florida State University,1,5,1,7,2,5,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
9,2019,Florida State University,0,12,4,18,2,12,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
10,2019,Florida State University,0,8,4,9,3,8,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
11,2019,Florida State University,1,4,8,11,2,4,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
12,2019,Florida State University,0,3,4,2,3,3,0,0,2017-11-06T00:00:00Z,2018-03-26T00:00:00Z,NA,NA,1,NA,hazing,NA,134097,83,NA,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-84.291921,30.440756,NA,42450,3837,1189,24296,18154,14356,18914,2932,896,7150,8679,11085,24969,29879,12593,17286,33270
1,2014,Indiana University-Bloomington,1,30,36,19,3,24,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
2,2014,Indiana University-Bloomington,1,48,41,10,0,45,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
3,2014,Indiana University-Bloomington,1,36,19,7,0,32,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
4,2014,Indiana University-Bloomington,3,67,36,21,1,63,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
5,2014,Indiana University-Bloomington,1,18,9,21,1,17,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
6,2014,Indiana University-Bloomington,0,19,2,4,0,18,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
7,2014,Indiana University-Bloomington,0,10,1,9,2,10,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
8,2014,Indiana University-Bloomington,2,29,13,12,2,29,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
9,2014,Indiana University-Bloomington,3,44,39,16,1,43,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
10,2014,Indiana University-Bloomington,0,37,43,26,3,37,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
11,2014,Indiana University-Bloomington,1,28,44,11,1,28,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
12,2014,Indiana University-Bloomington,0,9,29,6,1,9,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,36419,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,46416,1794,2008,23317,23099,17803,18616,1413,1512,1672,12930,13593,32242,31370,15629,15741,36419
1,2015,Indiana University-Bloomington,1,28,44,6,2,28,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
2,2015,Indiana University-Bloomington,2,27,37,12,4,27,1,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
3,2015,Indiana University-Bloomington,0,27,27,6,0,27,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
4,2015,Indiana University-Bloomington,3,41,29,20,2,41,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
5,2015,Indiana University-Bloomington,0,26,10,12,0,26,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
6,2015,Indiana University-Bloomington,0,14,2,6,1,14,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
7,2015,Indiana University-Bloomington,0,19,3,7,2,19,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
8,2015,Indiana University-Bloomington,2,40,23,12,0,40,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
9,2015,Indiana University-Bloomington,4,36,48,18,2,36,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
10,2015,Indiana University-Bloomington,3,41,39,16,2,41,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
11,2015,Indiana University-Bloomington,2,36,33,14,0,36,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
12,2015,Indiana University-Bloomington,0,13,25,11,0,13,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,38364,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,48514,1903,2150,24364,24150,18688,19676,1508,1588,1820,12739,13147,31589,31728,15877,15851,38364
1,2016,Indiana University-Bloomington,1,13,49,10,2,13,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
2,2016,Indiana University-Bloomington,4,17,29,10,1,17,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
3,2016,Indiana University-Bloomington,0,14,16,6,0,14,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
4,2016,Indiana University-Bloomington,3,32,38,11,1,32,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
5,2016,Indiana University-Bloomington,1,10,5,7,4,10,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
6,2016,Indiana University-Bloomington,0,7,3,6,2,7,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
7,2016,Indiana University-Bloomington,1,8,1,7,2,8,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
8,2016,Indiana University-Bloomington,0,46,20,13,0,46,1,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
9,2016,Indiana University-Bloomington,1,57,41,11,1,57,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
10,2016,Indiana University-Bloomington,2,69,31,24,3,68,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
11,2016,Indiana University-Bloomington,0,24,16,13,3,24,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
12,2016,Indiana University-Bloomington,1,13,13,8,2,13,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,76,39184,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526904,39.166383,NA,49695,2097,2518,24775,24920,19200,19984,1661,1913,2121,13667,14084,33498,32005,16131,15874,39184
1,2017,Indiana University-Bloomington,0,36,37,7,2,35,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
2,2017,Indiana University-Bloomington,1,30,28,12,2,29,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
3,2017,Indiana University-Bloomington,0,33,35,17,0,33,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
4,2017,Indiana University-Bloomington,1,33,30,30,4,32,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
5,2017,Indiana University-Bloomington,0,7,2,1,2,6,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
6,2017,Indiana University-Bloomington,0,7,0,13,1,7,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
7,2017,Indiana University-Bloomington,0,11,2,7,0,11,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
8,2017,Indiana University-Bloomington,0,35,25,21,1,35,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
9,2017,Indiana University-Bloomington,1,62,35,19,3,62,1,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
10,2017,Indiana University-Bloomington,3,41,37,14,1,41,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
11,2017,Indiana University-Bloomington,0,0,0,0,0,0,0,0,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
12,2017,Indiana University-Bloomington,0,0,0,0,0,0,0,1,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,77,33429,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43710,1929,2335,21241,22469,16894,16535,1485,1734,1999,11767,11433,28916,32212,16234,15978,33429
1,2018,Indiana University-Bloomington,1,23,26,8,1,23,0,1,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,33301,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43503,1921,2534,21306,22197,16752,16549,1518,1928,2155,11568,11379,28669,32109,16156,15953,33301
2,2018,Indiana University-Bloomington,0,22,19,9,8,22,1,1,2017-11-27T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0,NA,unknown,NA,151351,78,33301,IN,18,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-86.526559,39.16609,NA,43503,1921,2534,21306,22197,16752,16549,1518,1928,2155,11568,11379,28669,32109,16156,15953,33301
